first_guess,answer,final_guess,n_guesses,play_time,agent
urate,threw,threw,4,0.0076160430908203125,MaxInfoAgent
urate,fleet,fleet,3,0.011396169662475586,MaxInfoAgent
urate,grave,grave,5,0.010647058486938477,MaxInfoAgent
urate,inane,inane,5,0.019154071807861328,MaxInfoAgent
urate,shock,shock,3,0.016585111618041992,MaxInfoAgent
urate,crave,crave,4,0.0060160160064697266,MaxInfoAgent
urate,spite,spite,3,0.0091552734375,MaxInfoAgent
urate,valve,valve,4,0.006349086761474609,MaxInfoAgent
urate,skimp,skimp,3,0.01776409149169922,MaxInfoAgent
urate,claim,claim,4,0.009894132614135742,MaxInfoAgent
urate,rainy,rainy,4,0.009885072708129883,MaxInfoAgent
urate,musty,musty,5,0.006356954574584961,MaxInfoAgent
urate,pique,pique,3,0.010809183120727539,MaxInfoAgent
urate,daddy,daddy,6,0.026758909225463867,MaxInfoAgent
urate,quasi,quasi,2,0.002679109573364258,MaxInfoAgent
urate,arise,arise,3,0.00644993782043457,MaxInfoAgent
urate,aging,aging,3,0.022121906280517578,MaxInfoAgent
urate,valet,valet,3,0.003815889358520508,MaxInfoAgent
urate,opium,opium,4,0.015962839126586914,MaxInfoAgent
urate,avert,avert,3,0.003103017807006836,MaxInfoAgent
urate,stuck,stuck,3,0.007994890213012695,MaxInfoAgent
urate,recut,recut,3,0.0065271854400634766,MaxInfoAgent
urate,mulch,mulch,3,0.009595155715942383,MaxInfoAgent
urate,genre,genre,3,0.011335134506225586,MaxInfoAgent
urate,plume,plume,4,0.012151002883911133,MaxInfoAgent
urate,rifle,rifle,4,0.006158113479614258,MaxInfoAgent
urate,count,count,3,0.004042863845825195,MaxInfoAgent
urate,incur,incur,4,0.013090133666992188,MaxInfoAgent
urate,total,total,3,0.0046160221099853516,MaxInfoAgent
urate,wrest,wrest,3,0.003008604049682617,MaxInfoAgent
urate,mocha,mocha,3,0.017276763916015625,MaxInfoAgent
urate,deter,deter,3,0.003851175308227539,MaxInfoAgent
urate,study,study,6,0.01567816734313965,MaxInfoAgent
urate,lover,lover,4,0.00897526741027832,MaxInfoAgent
urate,safer,safer,5,0.016149282455444336,MaxInfoAgent
urate,rivet,rivet,4,0.004957914352416992,MaxInfoAgent
urate,funny,funny,4,0.017101049423217773,MaxInfoAgent
urate,smoke,smoke,5,0.00950765609741211,MaxInfoAgent
urate,mound,mound,6,0.018630027770996094,MaxInfoAgent
urate,undue,undue,3,0.0066869258880615234,MaxInfoAgent
urate,sedan,sedan,4,0.009263753890991211,MaxInfoAgent
urate,pagan,pagan,3,0.017034053802490234,MaxInfoAgent
urate,swine,swine,5,0.009838104248046875,MaxInfoAgent
urate,guile,guile,3,0.009900093078613281,MaxInfoAgent
urate,gusty,gusty,4,0.005812883377075195,MaxInfoAgent
urate,equip,equip,3,0.005772829055786133,MaxInfoAgent
urate,tough,tough,3,0.010457038879394531,MaxInfoAgent
urate,canoe,canoe,3,0.018028974533081055,MaxInfoAgent
urate,chaos,chaos,3,0.005731105804443359,MaxInfoAgent
urate,covet,covet,4,0.014045000076293945,MaxInfoAgent
urate,human,human,3,0.005571126937866211,MaxInfoAgent
urate,udder,udder,3,0.008707046508789062,MaxInfoAgent
urate,lunch,lunch,3,0.022315025329589844,MaxInfoAgent
urate,blast,blast,3,0.006294727325439453,MaxInfoAgent
urate,stray,stray,4,0.0047910213470458984,MaxInfoAgent
urate,manga,manga,3,0.01482534408569336,MaxInfoAgent
urate,melee,melee,4,0.008550882339477539,MaxInfoAgent
urate,lefty,lefty,4,0.0057599544525146484,MaxInfoAgent
urate,quick,quick,5,0.019003868103027344,MaxInfoAgent
urate,paste,paste,3,0.0030219554901123047,MaxInfoAgent
urate,given,given,4,0.02324986457824707,MaxInfoAgent
urate,octet,octet,4,0.011800050735473633,MaxInfoAgent
urate,risen,risen,3,0.010903120040893555,MaxInfoAgent
urate,groan,groan,4,0.008892297744750977,MaxInfoAgent
urate,leaky,leaky,4,0.007688045501708984,MaxInfoAgent
urate,grind,grind,3,0.0040819644927978516,MaxInfoAgent
urate,carve,carve,3,0.0044269561767578125,MaxInfoAgent
urate,loose,loose,4,0.007893085479736328,MaxInfoAgent
urate,sadly,sadly,3,0.021312952041625977,MaxInfoAgent
urate,spilt,spilt,4,0.009081125259399414,MaxInfoAgent
urate,apple,apple,4,0.010802030563354492,MaxInfoAgent
urate,slack,slack,3,0.005973100662231445,MaxInfoAgent
urate,honey,honey,4,0.02412891387939453,MaxInfoAgent
urate,final,final,4,0.025871992111206055,MaxInfoAgent
urate,sheen,sheen,4,0.02492690086364746,MaxInfoAgent
urate,eerie,eerie,4,0.004773139953613281,MaxInfoAgent
urate,minty,minty,5,0.013870000839233398,MaxInfoAgent
urate,slick,slick,3,0.015252113342285156,MaxInfoAgent
urate,derby,derby,5,0.01499176025390625,MaxInfoAgent
urate,wharf,wharf,4,0.017407894134521484,MaxInfoAgent
urate,spelt,spelt,3,0.006112098693847656,MaxInfoAgent
urate,coach,coach,4,0.013142108917236328,MaxInfoAgent
urate,erupt,erupt,3,0.004941701889038086,MaxInfoAgent
urate,singe,singe,4,0.007824182510375977,MaxInfoAgent
urate,price,price,4,0.005759000778198242,MaxInfoAgent
urate,spawn,spawn,4,0.012286901473999023,MaxInfoAgent
urate,fairy,fairy,5,0.011715173721313477,MaxInfoAgent
urate,jiffy,jiffy,5,0.024091005325317383,MaxInfoAgent
urate,filmy,filmy,4,0.030149221420288086,MaxInfoAgent
urate,stack,stack,5,0.015440225601196289,MaxInfoAgent
urate,chose,chose,4,0.014206886291503906,MaxInfoAgent
urate,sleep,sleep,4,0.015039920806884766,MaxInfoAgent
urate,ardor,ardor,4,0.009516000747680664,MaxInfoAgent
urate,nanny,nanny,5,0.01916027069091797,MaxInfoAgent
urate,niece,niece,3,0.007267951965332031,MaxInfoAgent
urate,woozy,woozy,5,0.027471065521240234,MaxInfoAgent
urate,handy,handy,4,0.024148941040039062,MaxInfoAgent
urate,grace,grace,2,0.008898735046386719,MaxInfoAgent
urate,ditto,ditto,4,0.007990837097167969,MaxInfoAgent
urate,stank,stank,3,0.004414796829223633,MaxInfoAgent
urate,cream,cream,4,0.011399030685424805,MaxInfoAgent
urate,usual,usual,2,0.0029230117797851562,MaxInfoAgent
urate,diode,diode,4,0.008229970932006836,MaxInfoAgent
urate,valor,valor,3,0.013984918594360352,MaxInfoAgent
urate,angle,angle,4,0.005838871002197266,MaxInfoAgent
urate,ninja,ninja,4,0.022433996200561523,MaxInfoAgent
urate,muddy,muddy,5,0.012712955474853516,MaxInfoAgent
urate,chase,chase,4,0.0047760009765625,MaxInfoAgent
urate,reply,reply,4,0.012561798095703125,MaxInfoAgent
urate,prone,prone,6,0.01146078109741211,MaxInfoAgent
urate,spoil,spoil,4,0.02100992202758789,MaxInfoAgent
urate,heart,heart,3,0.0033409595489501953,MaxInfoAgent
urate,shade,shade,4,0.012440204620361328,MaxInfoAgent
urate,diner,diner,5,0.01883101463317871,MaxInfoAgent
urate,arson,arson,3,0.0035440921783447266,MaxInfoAgent
urate,onion,onion,4,0.0193483829498291,MaxInfoAgent
urate,sleet,sleet,2,0.005644083023071289,MaxInfoAgent
urate,dowel,dowel,3,0.012215614318847656,MaxInfoAgent
urate,couch,couch,4,0.01212000846862793,MaxInfoAgent
urate,palsy,palsy,4,0.021240949630737305,MaxInfoAgent
urate,bowel,bowel,4,0.02005791664123535,MaxInfoAgent
urate,smile,smile,4,0.012591123580932617,MaxInfoAgent
urate,evoke,evoke,4,0.01191401481628418,MaxInfoAgent
urate,creek,creek,4,0.005280971527099609,MaxInfoAgent
urate,lance,lance,3,0.007778167724609375,MaxInfoAgent
urate,eagle,eagle,4,0.010213851928710938,MaxInfoAgent
urate,idiot,idiot,3,0.006279945373535156,MaxInfoAgent
urate,siren,siren,3,0.01409006118774414,MaxInfoAgent
urate,built,built,4,0.008534908294677734,MaxInfoAgent
urate,embed,embed,4,0.01690196990966797,MaxInfoAgent
urate,award,award,4,0.009288787841796875,MaxInfoAgent
urate,dross,dross,4,0.005900144577026367,MaxInfoAgent
urate,annul,annul,3,0.012528181076049805,MaxInfoAgent
urate,goody,goody,6,0.026453018188476562,MaxInfoAgent
urate,frown,frown,4,0.007735013961791992,MaxInfoAgent
urate,patio,patio,3,0.004900693893432617,MaxInfoAgent
urate,laden,laden,4,0.021394729614257812,MaxInfoAgent
urate,humid,humid,4,0.013446807861328125,MaxInfoAgent
urate,elite,elite,4,0.011972904205322266,MaxInfoAgent
urate,lymph,lymph,4,0.018693208694458008,MaxInfoAgent
urate,edify,edify,4,0.020607948303222656,MaxInfoAgent
urate,might,wight,6,0.02149486541748047,MaxInfoAgent
urate,reset,reset,4,0.004788398742675781,MaxInfoAgent
urate,visit,visit,4,0.009756803512573242,MaxInfoAgent
urate,gusto,gusto,3,0.007551908493041992,MaxInfoAgent
urate,purse,purse,5,0.0061740875244140625,MaxInfoAgent
urate,vapor,vapor,5,0.009602785110473633,MaxInfoAgent
urate,crock,crock,4,0.012141942977905273,MaxInfoAgent
urate,write,write,2,0.0049228668212890625,MaxInfoAgent
urate,sunny,sunny,4,0.009874820709228516,MaxInfoAgent
urate,loath,loath,3,0.012315988540649414,MaxInfoAgent
urate,chaff,chaff,3,0.008078813552856445,MaxInfoAgent
urate,slide,slide,5,0.012249946594238281,MaxInfoAgent
urate,queer,queer,4,0.0048160552978515625,MaxInfoAgent
urate,venom,venom,4,0.02527618408203125,MaxInfoAgent
urate,stamp,stamp,4,0.009596109390258789,MaxInfoAgent
urate,sorry,sorry,4,0.0065920352935791016,MaxInfoAgent
urate,still,still,5,0.014413118362426758,MaxInfoAgent
urate,acorn,acorn,3,0.0072901248931884766,MaxInfoAgent
urate,aping,aping,4,0.020937204360961914,MaxInfoAgent
urate,pushy,pushy,3,0.008287191390991211,MaxInfoAgent
urate,tamer,tamer,5,0.013614177703857422,MaxInfoAgent
urate,hater,hater,5,0.0072062015533447266,MaxInfoAgent
urate,mania,mania,4,0.022197961807250977,MaxInfoAgent
urate,awoke,awoke,4,0.01389002799987793,MaxInfoAgent
urate,brawn,brawn,4,0.004876852035522461,MaxInfoAgent
urate,swift,swift,4,0.01614522933959961,MaxInfoAgent
urate,exile,exile,4,0.009356975555419922,MaxInfoAgent
urate,birch,birch,3,0.00584101676940918,MaxInfoAgent
urate,lucky,lucky,4,0.01145315170288086,MaxInfoAgent
urate,freer,freer,4,0.018351078033447266,MaxInfoAgent
urate,risky,risky,4,0.010556221008300781,MaxInfoAgent
urate,ghost,ghost,3,0.008877277374267578,MaxInfoAgent
urate,plier,plier,4,0.012021064758300781,MaxInfoAgent
urate,lunar,lunar,3,0.0033791065216064453,MaxInfoAgent
urate,winch,winch,5,0.0220489501953125,MaxInfoAgent
urate,snare,snare,5,0.00816488265991211,MaxInfoAgent
urate,nurse,nurse,4,0.010040044784545898,MaxInfoAgent
urate,house,house,4,0.0054798126220703125,MaxInfoAgent
urate,borax,borax,4,0.019977807998657227,MaxInfoAgent
urate,nicer,nicer,3,0.00842905044555664,MaxInfoAgent
urate,lurch,lurch,3,0.004921913146972656,MaxInfoAgent
urate,exalt,exalt,3,0.009335041046142578,MaxInfoAgent
urate,about,about,3,0.003276824951171875,MaxInfoAgent
urate,savvy,savvy,5,0.016079187393188477,MaxInfoAgent
urate,toxin,toxin,4,0.006346940994262695,MaxInfoAgent
urate,tunic,tunic,3,0.003597259521484375,MaxInfoAgent
urate,pried,pried,5,0.0064661502838134766,MaxInfoAgent
urate,inlay,inlay,3,0.018021106719970703,MaxInfoAgent
urate,chump,chump,3,0.01563405990600586,MaxInfoAgent
urate,lanky,lanky,4,0.018902063369750977,MaxInfoAgent
urate,cress,cress,3,0.0034554004669189453,MaxInfoAgent
urate,eater,eater,4,0.013267993927001953,MaxInfoAgent
urate,elude,elude,4,0.005487918853759766,MaxInfoAgent
urate,cycle,cycle,4,0.015188932418823242,MaxInfoAgent
urate,kitty,kitty,6,0.009079217910766602,MaxInfoAgent
urate,boule,boule,3,0.010977029800415039,MaxInfoAgent
urate,moron,moron,4,0.0076389312744140625,MaxInfoAgent
urate,tenet,tenet,4,0.012712955474853516,MaxInfoAgent
urate,place,place,4,0.005391120910644531,MaxInfoAgent
urate,lobby,lobby,4,0.019836902618408203,MaxInfoAgent
urate,plush,plush,3,0.012552261352539062,MaxInfoAgent
urate,vigil,vigil,5,0.025555849075317383,MaxInfoAgent
urate,index,index,4,0.018341779708862305,MaxInfoAgent
urate,blink,blink,4,0.02896404266357422,MaxInfoAgent
urate,clung,clung,4,0.015702247619628906,MaxInfoAgent
urate,qualm,qualm,4,0.007474184036254883,MaxInfoAgent
urate,croup,croup,3,0.0031061172485351562,MaxInfoAgent
urate,clink,clink,3,0.022037982940673828,MaxInfoAgent
urate,juicy,juicy,4,0.01483011245727539,MaxInfoAgent
urate,stage,stage,4,0.01007986068725586,MaxInfoAgent
urate,decay,decay,4,0.013195991516113281,MaxInfoAgent
urate,nerve,nerve,3,0.00871896743774414,MaxInfoAgent
urate,flier,flier,3,0.009763956069946289,MaxInfoAgent
urate,shaft,shaft,3,0.0054318904876708984,MaxInfoAgent
urate,crook,crook,4,0.010518074035644531,MaxInfoAgent
urate,clean,clean,3,0.006972789764404297,MaxInfoAgent
urate,china,china,3,0.010977029800415039,MaxInfoAgent
urate,ridge,ridge,3,0.008970022201538086,MaxInfoAgent
urate,vowel,vowel,3,0.016998767852783203,MaxInfoAgent
urate,gnome,gnome,4,0.013733148574829102,MaxInfoAgent
urate,snuck,snuck,3,0.013570070266723633,MaxInfoAgent
urate,icing,icing,3,0.02172064781188965,MaxInfoAgent
urate,spiny,spiny,4,0.023518800735473633,MaxInfoAgent
urate,rigor,rigor,4,0.013692378997802734,MaxInfoAgent
urate,snail,snail,3,0.005877971649169922,MaxInfoAgent
urate,flown,flown,4,0.02171492576599121,MaxInfoAgent
urate,rabid,rabid,4,0.0171048641204834,MaxInfoAgent
urate,prose,prose,4,0.005274772644042969,MaxInfoAgent
urate,thank,thank,4,0.008814096450805664,MaxInfoAgent
urate,poppy,poppy,5,0.019698143005371094,MaxInfoAgent
urate,budge,budge,6,0.008079051971435547,MaxInfoAgent
urate,fiber,fiber,5,0.011097908020019531,MaxInfoAgent
urate,moldy,moldy,4,0.029926776885986328,MaxInfoAgent
urate,dowdy,dowdy,5,0.022632122039794922,MaxInfoAgent
urate,kneel,kneel,4,0.02065300941467285,MaxInfoAgent
urate,track,track,3,0.0033881664276123047,MaxInfoAgent
urate,caddy,caddy,3,0.01253509521484375,MaxInfoAgent
urate,quell,quell,3,0.010415792465209961,MaxInfoAgent
urate,dumpy,dumpy,4,0.010092020034790039,MaxInfoAgent
urate,paler,paler,2,0.011389970779418945,MaxInfoAgent
urate,swore,score,6,0.026815176010131836,MaxInfoAgent
urate,rebar,rebar,4,0.010133981704711914,MaxInfoAgent
urate,scuba,scuba,3,0.005201816558837891,MaxInfoAgent
urate,splat,splat,3,0.007230043411254883,MaxInfoAgent
urate,flyer,flyer,5,0.015443801879882812,MaxInfoAgent
urate,horny,horny,4,0.012903928756713867,MaxInfoAgent
urate,mason,mason,4,0.020775794982910156,MaxInfoAgent
urate,doing,doing,4,0.02301812171936035,MaxInfoAgent
urate,ozone,ozone,4,0.013705968856811523,MaxInfoAgent
urate,amply,amply,4,0.021047115325927734,MaxInfoAgent
urate,molar,molar,4,0.014615058898925781,MaxInfoAgent
urate,ovary,ovary,4,0.007719755172729492,MaxInfoAgent
urate,beset,beset,3,0.014167070388793945,MaxInfoAgent
urate,queue,queue,4,0.004851818084716797,MaxInfoAgent
urate,cliff,cliff,4,0.015425682067871094,MaxInfoAgent
urate,magic,magic,4,0.021890878677368164,MaxInfoAgent
urate,truce,truce,2,0.001538991928100586,MaxInfoAgent
urate,sport,sport,4,0.005162954330444336,MaxInfoAgent
urate,fritz,fritz,3,0.0030040740966796875,MaxInfoAgent
urate,edict,edict,3,0.011573076248168945,MaxInfoAgent
urate,twirl,twirl,3,0.003340005874633789,MaxInfoAgent
urate,verse,verse,3,0.0038499832153320312,MaxInfoAgent
urate,llama,llama,4,0.007475137710571289,MaxInfoAgent
urate,eaten,eaten,4,0.012658119201660156,MaxInfoAgent
urate,range,range,3,0.0045778751373291016,MaxInfoAgent
urate,whisk,whisk,3,0.020735979080200195,MaxInfoAgent
urate,hovel,hovel,5,0.03215312957763672,MaxInfoAgent
urate,rehab,rehab,4,0.007311105728149414,MaxInfoAgent
urate,macaw,macaw,3,0.014899969100952148,MaxInfoAgent
urate,sigma,sigma,4,0.014610767364501953,MaxInfoAgent
urate,spout,spout,4,0.006724119186401367,MaxInfoAgent
urate,verve,verve,4,0.005258083343505859,MaxInfoAgent
urate,sushi,sushi,3,0.008539199829101562,MaxInfoAgent
urate,dying,dying,4,0.016937971115112305,MaxInfoAgent
urate,fetid,fetid,3,0.007078886032104492,MaxInfoAgent
urate,brain,brain,4,0.007899999618530273,MaxInfoAgent
urate,buddy,buddy,5,0.0157010555267334,MaxInfoAgent
urate,thump,thump,3,0.012392282485961914,MaxInfoAgent
urate,scion,scion,4,0.015903949737548828,MaxInfoAgent
urate,candy,candy,4,0.01992201805114746,MaxInfoAgent
urate,chord,chord,3,0.010258913040161133,MaxInfoAgent
urate,basin,basin,4,0.02200484275817871,MaxInfoAgent
urate,march,march,3,0.008611202239990234,MaxInfoAgent
urate,crowd,crowd,4,0.005536079406738281,MaxInfoAgent
urate,arbor,arbor,2,0.0027070045471191406,MaxInfoAgent
urate,gayly,gayly,5,0.014744997024536133,MaxInfoAgent
urate,musky,musky,3,0.020716190338134766,MaxInfoAgent
urate,stain,stain,3,0.01010894775390625,MaxInfoAgent
urate,dally,dally,5,0.01775503158569336,MaxInfoAgent
urate,bless,bless,4,0.015904903411865234,MaxInfoAgent
urate,bravo,bravo,5,0.010417938232421875,MaxInfoAgent
urate,stung,stung,4,0.012288093566894531,MaxInfoAgent
urate,title,title,3,0.010004997253417969,MaxInfoAgent
urate,ruler,ruler,3,0.008244991302490234,MaxInfoAgent
urate,kiosk,kiosk,4,0.01728987693786621,MaxInfoAgent
urate,blond,blond,4,0.02090167999267578,MaxInfoAgent
urate,ennui,ennui,3,0.0045948028564453125,MaxInfoAgent
urate,layer,layer,4,0.006149768829345703,MaxInfoAgent
urate,fluid,fluid,4,0.018402099609375,MaxInfoAgent
urate,tatty,tatty,5,0.015497922897338867,MaxInfoAgent
urate,score,score,6,0.011771917343139648,MaxInfoAgent
urate,cutie,cutie,3,0.009423017501831055,MaxInfoAgent
urate,zebra,zebra,4,0.007728099822998047,MaxInfoAgent
urate,barge,barge,4,0.006379127502441406,MaxInfoAgent
urate,matey,matey,4,0.014456987380981445,MaxInfoAgent
urate,bluer,bluer,3,0.00646209716796875,MaxInfoAgent
urate,aider,aider,4,0.007018089294433594,MaxInfoAgent
urate,shook,shook,4,0.022052288055419922,MaxInfoAgent
urate,river,river,4,0.014380931854248047,MaxInfoAgent
urate,privy,privy,4,0.006186962127685547,MaxInfoAgent
urate,betel,betel,3,0.008927345275878906,MaxInfoAgent
urate,frisk,frisk,4,0.009785175323486328,MaxInfoAgent
urate,bongo,bongo,4,0.019063711166381836,MaxInfoAgent
urate,begun,begun,3,0.0043141841888427734,MaxInfoAgent
urate,azure,azure,2,0.0016131401062011719,MaxInfoAgent
urate,weave,weave,4,0.011668920516967773,MaxInfoAgent
urate,genie,genie,3,0.020422935485839844,MaxInfoAgent
urate,sound,sound,5,0.020107030868530273,MaxInfoAgent
urate,glove,glove,4,0.022123098373413086,MaxInfoAgent
urate,braid,braid,3,0.010628223419189453,MaxInfoAgent
urate,scope,scope,4,0.011588096618652344,MaxInfoAgent
urate,wryly,wryly,4,0.011350154876708984,MaxInfoAgent
urate,rover,rover,3,0.010529041290283203,MaxInfoAgent
urate,assay,assay,3,0.02071094512939453,MaxInfoAgent
urate,ocean,ocean,4,0.008852005004882812,MaxInfoAgent
urate,bloom,bloom,4,0.014924049377441406,MaxInfoAgent
urate,irate,irate,2,0.006996870040893555,MaxInfoAgent
urate,later,later,3,0.006161212921142578,MaxInfoAgent
urate,woken,woken,5,0.01647329330444336,MaxInfoAgent
urate,silky,silky,4,0.023759126663208008,MaxInfoAgent
urate,wreck,wreck,3,0.008197784423828125,MaxInfoAgent
urate,dwelt,dwelt,4,0.006448984146118164,MaxInfoAgent
urate,slate,slate,2,0.004770040512084961,MaxInfoAgent
urate,smack,smack,4,0.02079486846923828,MaxInfoAgent
urate,solid,solid,3,0.020094871520996094,MaxInfoAgent
urate,amaze,amaze,5,0.006601095199584961,MaxInfoAgent
urate,hazel,hazel,5,0.022598981857299805,MaxInfoAgent
urate,wrist,wrist,3,0.01143503189086914,MaxInfoAgent
urate,jolly,jolly,6,0.024674654006958008,MaxInfoAgent
urate,globe,globe,4,0.014265060424804688,MaxInfoAgent
urate,flint,flint,4,0.012345075607299805,MaxInfoAgent
urate,rouse,rouse,3,0.003077268600463867,MaxInfoAgent
urate,civil,civil,4,0.020144939422607422,MaxInfoAgent
urate,vista,vista,3,0.003566741943359375,MaxInfoAgent
urate,relax,relax,4,0.007838010787963867,MaxInfoAgent
urate,cover,cover,4,0.01721811294555664,MaxInfoAgent
urate,alive,alive,3,0.012033939361572266,MaxInfoAgent
urate,beech,beech,3,0.02049088478088379,MaxInfoAgent
urate,jetty,jetty,3,0.0042688846588134766,MaxInfoAgent
urate,bliss,bliss,3,0.018649816513061523,MaxInfoAgent
urate,vocal,vocal,4,0.02426600456237793,MaxInfoAgent
urate,often,often,4,0.007119894027709961,MaxInfoAgent
urate,dolly,dolly,3,0.016275882720947266,MaxInfoAgent
urate,eight,eight,4,0.006847858428955078,MaxInfoAgent
urate,joker,joker,6,0.01928400993347168,MaxInfoAgent
urate,since,since,3,0.018210172653198242,MaxInfoAgent
urate,event,event,4,0.010803937911987305,MaxInfoAgent
urate,ensue,ensue,4,0.004729032516479492,MaxInfoAgent
urate,shunt,shunt,4,0.011527776718139648,MaxInfoAgent
urate,diver,diver,3,0.009352922439575195,MaxInfoAgent
urate,poser,poser,4,0.01086568832397461,MaxInfoAgent
urate,worst,worst,3,0.010375022888183594,MaxInfoAgent
urate,sweep,sweep,3,0.017134904861450195,MaxInfoAgent
urate,alley,alley,4,0.016337871551513672,MaxInfoAgent
urate,creed,creed,2,0.0032501220703125,MaxInfoAgent
urate,anime,anime,3,0.004538059234619141,MaxInfoAgent
urate,leafy,leafy,3,0.010147809982299805,MaxInfoAgent
urate,bosom,bosom,3,0.018867015838623047,MaxInfoAgent
urate,dunce,dunce,3,0.011022090911865234,MaxInfoAgent
urate,stare,stare,2,0.0016407966613769531,MaxInfoAgent
urate,pudgy,pudgy,4,0.013322830200195312,MaxInfoAgent
urate,waive,waive,4,0.0057027339935302734,MaxInfoAgent
urate,choir,choir,3,0.010345935821533203,MaxInfoAgent
urate,stood,stood,4,0.011913061141967773,MaxInfoAgent
urate,spoke,spoke,4,0.01407480239868164,MaxInfoAgent
urate,outgo,outgo,3,0.0050580501556396484,MaxInfoAgent
urate,delay,delay,3,0.009002923965454102,MaxInfoAgent
urate,bilge,bilge,4,0.018309831619262695,MaxInfoAgent
urate,ideal,ideal,3,0.009088993072509766,MaxInfoAgent
urate,clasp,clasp,4,0.012649059295654297,MaxInfoAgent
urate,seize,seize,3,0.006279945373535156,MaxInfoAgent
urate,hotly,hotly,3,0.011067867279052734,MaxInfoAgent
urate,laugh,laugh,3,0.006952762603759766,MaxInfoAgent
urate,sieve,sieve,3,0.012634992599487305,MaxInfoAgent
urate,block,block,4,0.022167682647705078,MaxInfoAgent
urate,meant,meant,3,0.0030469894409179688,MaxInfoAgent
urate,grape,grape,4,0.009205818176269531,MaxInfoAgent
urate,noose,noose,3,0.009057998657226562,MaxInfoAgent
urate,hardy,hardy,4,0.01696920394897461,MaxInfoAgent
urate,shied,shied,4,0.026726961135864258,MaxInfoAgent
urate,drawl,drawl,3,0.0035011768341064453,MaxInfoAgent
urate,daisy,daisy,5,0.031999826431274414,MaxInfoAgent
urate,putty,putty,4,0.00491023063659668,MaxInfoAgent
urate,strut,strut,2,0.002656221389770508,MaxInfoAgent
urate,burnt,burnt,3,0.0069141387939453125,MaxInfoAgent
urate,tulip,tulip,3,0.0076329708099365234,MaxInfoAgent
urate,crick,crick,4,0.006231069564819336,MaxInfoAgent
urate,idyll,idyll,3,0.018187999725341797,MaxInfoAgent
urate,vixen,vixen,4,0.022851943969726562,MaxInfoAgent
urate,furor,furor,4,0.015965938568115234,MaxInfoAgent
urate,geeky,geeky,4,0.020985126495361328,MaxInfoAgent
urate,cough,cough,3,0.008558034896850586,MaxInfoAgent
urate,naive,naive,3,0.00434112548828125,MaxInfoAgent
urate,shoal,shoal,5,0.020936965942382812,MaxInfoAgent
urate,stork,stork,4,0.005501985549926758,MaxInfoAgent
urate,bathe,bathe,3,0.00880289077758789,MaxInfoAgent
urate,aunty,aunty,2,0.004192829132080078,MaxInfoAgent
urate,check,check,4,0.02173900604248047,MaxInfoAgent
urate,prime,prime,3,0.006242036819458008,MaxInfoAgent
urate,brass,brass,4,0.005257844924926758,MaxInfoAgent
urate,outer,outer,3,0.0028679370880126953,MaxInfoAgent
urate,furry,furry,4,0.005449056625366211,MaxInfoAgent
urate,razor,razor,4,0.014903068542480469,MaxInfoAgent
urate,elect,elect,3,0.005769014358520508,MaxInfoAgent
urate,evict,evict,4,0.013015031814575195,MaxInfoAgent
urate,imply,imply,4,0.01989603042602539,MaxInfoAgent
urate,demur,demur,4,0.014535188674926758,MaxInfoAgent
urate,quota,quota,3,0.007586240768432617,MaxInfoAgent
urate,haven,haven,4,0.00979924201965332,MaxInfoAgent
urate,cavil,cavil,3,0.019611120223999023,MaxInfoAgent
urate,swear,swear,4,0.013298273086547852,MaxInfoAgent
urate,crump,crump,4,0.0049130916595458984,MaxInfoAgent
urate,dough,dough,4,0.017912864685058594,MaxInfoAgent
urate,gavel,gavel,3,0.008906126022338867,MaxInfoAgent
urate,wagon,wagon,4,0.013466119766235352,MaxInfoAgent
urate,salon,salon,3,0.018470048904418945,MaxInfoAgent
urate,nudge,nudge,4,0.00529789924621582,MaxInfoAgent
urate,harem,harem,3,0.012281179428100586,MaxInfoAgent
urate,pitch,pitch,5,0.010962247848510742,MaxInfoAgent
urate,sworn,sworn,4,0.012161970138549805,MaxInfoAgent
urate,pupil,pupil,3,0.007943868637084961,MaxInfoAgent
urate,excel,excel,4,0.020555973052978516,MaxInfoAgent
urate,stony,stony,4,0.012797355651855469,MaxInfoAgent
urate,cabin,cabin,3,0.018088102340698242,MaxInfoAgent
urate,unzip,unzip,3,0.0034379959106445312,MaxInfoAgent
urate,queen,queen,3,0.0040662288665771484,MaxInfoAgent
urate,trout,trout,3,0.0029649734497070312,MaxInfoAgent
urate,polyp,polyp,3,0.018965959548950195,MaxInfoAgent
urate,earth,earth,2,0.0026590824127197266,MaxInfoAgent
urate,storm,storm,3,0.0045778751373291016,MaxInfoAgent
urate,until,until,3,0.003016948699951172,MaxInfoAgent
urate,taper,taper,4,0.005702018737792969,MaxInfoAgent
urate,enter,enter,4,0.005217075347900391,MaxInfoAgent
urate,child,child,4,0.021174907684326172,MaxInfoAgent
urate,adopt,adopt,3,0.004825115203857422,MaxInfoAgent
urate,minor,minor,4,0.012305021286010742,MaxInfoAgent
urate,fatty,fatty,4,0.009692192077636719,MaxInfoAgent
urate,husky,husky,3,0.01703500747680664,MaxInfoAgent
urate,brave,brave,5,0.013269901275634766,MaxInfoAgent
urate,filet,filet,4,0.0069828033447265625,MaxInfoAgent
urate,slime,slime,4,0.015497922897338867,MaxInfoAgent
urate,glint,glint,4,0.006751298904418945,MaxInfoAgent
urate,tread,tread,2,0.0026988983154296875,MaxInfoAgent
